title,time_published,relevance_score,sentiment_score,sentiment_label,topics
China's efforts to lure foreign investment clouded by Trump presidency: analysts,2024-12-02 04:16:07,0.037213,0.122304,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.962106'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}]"
"Apple Partnership, AI Agents, And Major Infrastructure Investments: OpenAI Executives Outline Strategy To Attract 1B Users By 2025 - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",2024-12-02 03:35:09,0.088799,-0.139774,Neutral,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Chinese lidar maker Hesai adamant about global push amid EV tariffs,2024-12-01 23:00:13,0.056275,0.0,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Could Trump Media & Technology Stock Help You Become a Millionaire?,2024-12-01 17:19:00,0.050148,0.218321,Somewhat-Bullish,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.54554'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.858979'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"Trump's AI Czar Plans, Alibaba's New Model, Cathie Wood On Tesla AI, And Musk's Combat Transformation: This Week In Artificial Intelligence - Alibaba Gr Hldgs  ( NYSE:BABA ) , Salesforce  ( NYSE:CRM ) ",2024-12-01 14:00:46,0.349329,0.116287,Neutral,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Consumer Tech News  ( Nov 25-Nov 29 ) : Sony Brings December PS Plus Games, Elon Musk Initiating Trial On Brain Implant Tech & More - Apple  ( NASDAQ:AAPL ) , Salesforce  ( NYSE:CRM ) ",2024-12-01 13:44:19,0.05654,0.139945,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.891286'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]"
"Elon Musk On California's EV Rebate Proposal, Tesla Dispute Settlements, And Rivian Powering Upcoming Volkswagen EV: This Week In EVs - Tesla  ( NASDAQ:TSLA ) , Rivian Automotive  ( NASDAQ:RIVN ) ",2024-12-01 13:00:18,0.5633,-0.052841,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Features Delay In iOS 19, Tim Cook's Trump Strategy, And Airpods Pro 2's Hearing Aid Feature: This Week In Appleverse - Apple  ( NASDAQ:AAPL ) ",2024-12-01 12:00:40,0.114682,0.267291,Somewhat-Bullish,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Want $1 Million in Retirement? 2 Simple Index Funds to Buy and Hold for Decades.,2024-12-01 11:00:00,0.054236,0.201858,Somewhat-Bullish,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Where Will Tesla Be in 10 Years?,2024-12-01 10:00:00,0.704243,0.354783,Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.77141'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Prediction: This Unstoppable Vanguard ETF Will Beat the S&P 500 Again in 2025,2024-12-01 08:37:00,0.057907,0.078967,Neutral,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.999973'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.25'}]"
Musk Ally Ramaswamy Takes Aim At Biden's $6.6B Loan To Tesla Rival Rivian - Tesla  ( NASDAQ:TSLA ) ,2024-11-30 20:30:37,0.533481,0.257161,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.413559'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Is Tesla Stock a Buy?,2024-11-30 16:00:00,0.624973,0.255248,Somewhat-Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.538269'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
SYM INVESTIGATION ALERT: Securities Fraud Investigation into Symbotic Inc. after Earnings are Delayed is Ongoing; Investors with Losses are Reminded to Contact BFA Law  ( NASDAQ: SYM )  - Symbotic  ( NASDAQ:SYM ) ,2024-11-30 13:23:00,0.096283,0.167935,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
XRAY LEGAL UPDATE: A Lawsuit has been Filed Against Dentsply Sirona Inc. for Securities Fraud - Contact BFA Law before Court Deadline  ( NASDAQ:XRAY )  - Dentsply Sirona  ( NASDAQ:XRAY ) ,2024-11-30 13:18:00,0.049322,0.157495,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.108179'}]"
"Amazon, Tesla, Rivian, Palantir And How Dogecoin Helped Low-Income Families Achieve Homeownership: Bulls And Bears - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",2024-11-30 13:00:38,0.171688,-0.199395,Somewhat-Bearish,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999612'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
ASML LEGAL DEADLINE: ASML Holding N.V. Class Action Deadline is Approaching - Contact BFA Law if You Suffered Losses  ( NASDAQ:ASML )  - ASML Holding  ( NASDAQ:ASML ) ,2024-11-30 12:57:00,0.071784,0.159627,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
ACHC LEGAL DEADLINE: Acadia Healthcare Class Action Deadline is Approaching - Contact BFA Law if You Suffered Losses  ( Nasdaq:ACHC )  - Acadia Healthcare Co  ( NASDAQ:ACHC ) ,2024-11-30 12:54:00,0.059636,0.158086,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.858979'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
TD LEGAL DEADLINE: TD Bank Class Action Deadline is Approaching - Contact BFA Law if You Suffered Losses  ( NYSE:TD )  - Toronto-Dominion Bank  ( NYSE:TD ) ,2024-11-30 12:14:00,0.082963,0.162622,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
PACS LEGAL DEADLINE: PACS Group Class Action Deadline is Approaching - Contact BFA Law if You Suffered Losses  ( NYSE:PACS )  - PACS Group  ( NYSE:PACS ) ,2024-11-30 12:12:00,0.063763,0.158398,Somewhat-Bullish,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.918141'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}]"
EW LEGAL DEADLINE: Edwards Lifesciences Class Action Deadline is Approaching - Contact BFA Law if You Suffered Losses  ( NYSE:EW )  - Edwards Lifesciences  ( NYSE:EW ) ,2024-11-30 12:10:00,0.068896,0.159092,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
CMG LEGAL DEADLINE: Chipotle Mexican Grill Class Action Deadline is Approaching - Contact BFA Law if You Suffered Losses  ( NYSE:CMG )  - Chipotle Mexican Grill  ( NYSE:CMG ) ,2024-11-30 12:09:00,0.072876,0.159856,Somewhat-Bullish,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
EVLV LEGAL DEADLINE: Evolv Technologies Class Action Deadline is Approaching - Contact BFA Law if You Suffered Losses  ( Nasdaq:EVLV )  - Evolv Technologies  ( NASDAQ:EVLV ) ,2024-11-30 12:08:00,0.067347,0.158848,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.77141'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]"
ELAN LEGAL DEADLINE: Elanco Animal Health Class Action Deadline is Approaching - Contact BFA Law if You Suffered Losses  ( NYSE:ELAN )  - Elanco Animal Health  ( NYSE:ELAN ) ,2024-11-30 12:02:00,0.074692,0.160267,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Elon Musk Agrees With Steve Jobs On The Most Important Job Of A CEO: Here's What The Legendary Apple Co-Founder Had To Say,2024-11-30 12:00:31,0.116914,-0.117641,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Up 38%, Is Tesla Stock a Buy?",2024-11-30 09:36:00,0.638022,0.53012,Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.744043'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Meet the Beaten-Down Biotech Stock Cathie Wood Loves and Wall Street Says May Soar More than 65%,2024-11-30 09:35:00,0.054359,0.088781,Neutral,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.87644'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.796627'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]"
Could Buying Rivian Stock Today Set You Up for Life?,2024-11-30 09:06:00,0.673811,0.299551,Somewhat-Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Elon Musk's DOGE Dream Team: From Marc Andreessen To Uber's Travis Kalanick, Silicon Valley Titans Reportedly Join Forces To Overhaul Federal Spending",2024-11-30 08:54:10,0.074926,0.260506,Somewhat-Bullish,"[{'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"Tesla Bull Gary Black Says Cybercab Won't See An Early Roll Out, Expects A Cheaper Compact Car Under $30K To Launch In First Half Of 2025 - Lucid Gr  ( NASDAQ:LCID ) , Tesla  ( NASDAQ:TSLA ) ",2024-11-30 07:09:17,0.641573,0.225651,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]"
"JPMorgan, Tesla Settle 3-Year-Old Dispute Over Stock Warrants - Tesla  ( NASDAQ:TSLA ) , JPMorgan Chase  ( NYSE:JPM ) ",2024-11-30 05:44:00,0.737923,0.074487,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.413559'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Friday's Top 5 Trending Stocks: What's Going On With SMCI, Nvidia, MicroStrategy? - Super Micro Computer  ( NASDAQ:SMCI ) ",2024-11-29 18:51:59,0.546745,0.193314,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.413559'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]"
"S&P 500, Dow Rally To Record Highs, Dollar Snaps 8-Week Streak, Bitcoin Soars Above $97,000: What's Driving Markets Friday? - Apple  ( NASDAQ:AAPL ) ",2024-11-29 18:32:32,0.152499,0.102432,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.993856'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]"
"GM, Other US Automakers Face Sharp Profit Squeeze From Trump Tariffs, Analysts Warn - Ford Motor  ( NYSE:F ) , General Motors  ( NYSE:GM ) ",2024-11-29 17:14:23,0.133841,0.0,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}]"
"Dogecoin ETF Coming In 2025? 'I Think Someone's Going To Try,' Says ETF Analyst",2024-11-29 17:02:29,0.062271,0.298551,Somewhat-Bullish,"[{'topic': 'Blockchain', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.997874'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Here's Why You Should Offload Advance Auto From Your Portfolio,2024-11-29 15:52:00,0.176502,-0.050776,Neutral,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.77141'}]"
Tesla China Shortens Payment Cycle To 90 Days In 2024: Report - Tesla  ( NASDAQ:TSLA ) ,2024-11-29 15:32:29,0.661658,0.344515,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
What the Options Market Tells Us About Tesla - Tesla  ( NASDAQ:TSLA ) ,2024-11-29 15:31:54,0.805471,0.310465,Somewhat-Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.962106'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
'Japan's MicroStrategy' Metaplanet to Raise $62 Million for Bitcoin Investment,2024-11-29 15:21:48,0.091162,0.075745,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.413559'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.310843'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}, {'topic': 'Economy - Macro', 'relevance_score': '0.158519'}]"
Go Beyond MAGS ETF: Tap Broadening of the Rally With TOPT ETF,2024-11-29 13:00:00,0.064797,0.242652,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.999326'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}]"
Prediction: This AI Stock Will Deliver Substantial Market-Beating Returns,2024-11-29 12:30:00,0.985002,0.793386,Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Tesla Stock vs. Alphabet Stock: Wall Street Only Thinks 1 Will Head Higher From Here,2024-11-29 10:55:00,0.40348,0.234446,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.95493'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"Elon Musk Lauds Apple AirPods Pro 2's Hearing Aid Feature As Tim Cook Highlights The Affordable Solution To What Otherwise Costs Up To $7,000 - Apple  ( NASDAQ:AAPL ) ",2024-11-29 09:53:38,0.104683,0.285219,Somewhat-Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.108179'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"1 Glorious Growth Stock to Buy Hand Over Fist Before 2025, According to Wall Street",2024-11-29 09:37:00,0.140621,0.10271,Neutral,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}]"
"Trump White House Picks, Including Elon Musk And Scott Bessent, Spark Conflict Of Interest Concerns: 'Potentially The Greatest Ethics Cataclysm In The History Of Our Government'",2024-11-29 09:14:43,0.126119,0.118392,Neutral,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Tesla's Optimus Bot Gets New Hands As Neuralink's FDA-Approved BCI Trials Begin - Tesla  ( NASDAQ:TSLA ) ,2024-11-29 08:09:11,0.495015,0.507527,Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Cathie Wood Sees Tesla As 'Largest AI Project On Earth' - Here's Why She's Not Worried About Tech Investments - ARK Genomic Revolution ETF  ( BATS:ARKG ) , ARK Innovation ETF  ( ARCA:ARKK ) ",2024-11-29 06:48:31,0.47147,0.483674,Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.989041'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
Strive Asset Management expands into anti-ESG direct indexing,2024-11-29 05:00:34,0.145145,0.296806,Somewhat-Bullish,"[{'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"What Do Tim Cook, Sundar Pichai, Elon Musk, And Lisa Su Have In Common This Thanksgiving? Heartwarming Gratitude, Unexpected Humor, And A Turkey Or Two - Apple  ( NASDAQ:AAPL ) , Advanced Micro Devices  ( NASDAQ:AMD ) ",2024-11-29 03:11:38,0.359447,0.406949,Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.87644'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Tesla's Cybertruck Horn Is Transforming, So Is Its Self-Driving Strategy - Tesla  ( NASDAQ:TSLA ) ",2024-11-28 19:00:17,0.523202,0.266918,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
